arrival_1,arrival_2,arrival_3,arrival_4,peak_1,peak_2,peak_3,peak_4,peak_mag1,peak_mag2,peak_mag3,peak_mag4,coord_x,coord_z
215928,216968,215951,216189,216457,217188,216251,216376,0.007196554,0.106252163,0.004544004,0.004275743,-3133.723999,-234.9466245
238267,233485,238257,238321,238510,233602,238511,238500,0.015494223,0.065881785,0.012461915,0.006772964,-2266.082642,-151.0232695
267434,267301,267601,267306,267439,267375,272225,267310,0.002451656,0.006041907,0.007241658,0.003892998,860.9802855,-419.308441
298148,300633,300459,300594,298372,300922,300705,300755,0.006880046,0.009352891,0.047612974,0.188704856,3001.498047,-662.362274
369654,369759,369888,369923,369865,369927,369962,369950,0.089673674,0.015895534,0.006469324,0.00495837,-944.4679565,-3033.883667
427972,427924,427996,428075,428439,428211,428128,428108,0.026557949,0.212069237,0.013149152,0.008815315,-2567.303345,-549.53772
442934,443918,447848,447955,442971,447925,447985,447957,0.00421752,0.005244308,0.008426121,0.004331211,-826.5116575,-1354.407532
449680,451393,454550,454636,454663,454702,454683,454661,0.003079551,0.004084135,0.003374051,0.005298372,-287.165787,-1783.003967
461383,456480,461351,461369,461422,456508,461414,461424,0.00448611,0.004435353,0.008496714,0.015513962,350.474243,-1896.983948
505982,505718,510606,510513,505993,505724,510796,510656,0.002962647,0.002747024,0.01294745,0.040212048,2345.200928,-2597.651978
524014,519203,523918,524122,524018,519241,524019,524189,0.003230387,0.003906894,0.006158887,0.008219557,1185.006042,-2130.02002
16663,16617,16675,16736,16858,17379,16900,17000,0.021819221,0.360081094,0.008963604,0.011464276,-2068.205994,-944.2730715
26062,26025,26051,26066,26308,26087,26349,26220,0.022839831,0.198737794,0.010019314,0.008867698,-1551.758789,-1494.091675
40982,40940,40985,41015,41215,41222,41225,41237,0.036238781,0.036411384,0.008985666,0.007353468,-273.864304,-1962.503968
47823,47921,47913,47939,48269,48113,48148,48106,0.012360192,0.011145351,0.011061961,0.009093872,401.2310485,-1978.910767
55092,55072,55123,55090,55397,55532,55541,55269,0.0079297,0.007256201,0.009204035,0.014965178,950.608429,-2383.279175
61976,61945,61944,61962,62201,62329,62375,62315,0.004814682,0.006158766,0.021456635,0.019717622,1623.952393,-2379.5896
68849,69056,69045,69038,69474,69337,69687,69326,0.011681998,0.003884477,0.005815402,0.022110091,2161.184327,-2751.128663
75937,75853,75917,75885,76153,76175,76299,76048,0.006089215,0.005941381,0.018756867,0.085981079,2791.326416,-2665.572876
82586,82681,82664,82625,83982,83838,83338,83662,0.003513918,0.003748371,0.011308814,0.050909255,3131.584717,-3023.717041
89721,89621,89563,89492,89978,89868,89923,89704,0.003692208,0.003690317,0.020164493,0.044646302,2793.929688,-3101.400269
104119,104109,104176,104136,104206,104110,104182,104145,0.009249206,0.00607977,0.022090879,0.050299332,1354.567627,-2920.733887
111148,111157,111141,111099,112321,112295,111658,111216,0.009639931,0.004921309,0.021643516,0.070364544,690.237915,-2606.390137
117935,117907,117937,117909,118393,118167,118330,118034,0.009079665,0.007202938,0.027536361,0.140605936,32.8477785,-2858.945068
124543,124515,124510,124521,124868,124750,124842,125549,0.024584875,0.009434089,0.020554443,0.024128046,-667.535309,-2689.760498
130875,130907,130880,130871,131182,131031,131099,131219,0.033812423,0.006913295,0.012769326,0.016076127,-1330.421265,-2913.203613
144595,144625,144634,144636,144764,144905,145047,144757,0.121878464,0.020429392,0.01153786,0.017859847,-2643.090088,-2963.213867
151476,151486,151502,151507,151544,151761,151704,151605,0.092269923,0.013740034,0.010952094,0.013260689,-2515.857422,-3019.011353
158469,158492,158540,158580,159215,159366,158654,158655,0.353292671,0.067595358,0.009653604,0.007198188,-1833.645447,-2896.902955
165882,166077,165805,165829,165964,166086,166064,166025,0.074421556,0.012818257,0.005662359,0.002617645,-1085.816345,-3031.315674
173283,173261,173302,173294,174032,174390,174088,173387,0.331239913,0.029113401,0.011303147,0.009272919,-376.162186,-2798.942017
180196,180248,180229,180234,180371,180574,180527,180582,0.016116276,0.006464973,0.009840857,0.012754344,315.133743,-3001.702881
193688,193688,193694,193636,194120,193859,194128,193860,0.010170608,0.005712245,0.011519047,0.026355219,1667.992493,-3030.393311
200317,200334,200311,200299,200875,200649,200410,200518,0.013583115,0.00704932,0.017595751,0.053037825,2343.628418,-2826.840332
207114,207087,207102,207076,207452,207322,207405,207170,0.007271626,0.005950315,0.019160842,0.085636735,3027.678345,-3092.253418
214023,213955,214022,213988,214254,214099,214491,214080,0.007771016,0.007199138,0.015409043,0.085990199,3032.937988,-3096.937256
221585,221533,221483,221453,221840,221823,222513,222295,0.005381995,0.0053738,0.04900423,0.169707465,2187.842163,-2980.326172
229575,229602,229577,229620,229693,229683,229667,229633,0.003369659,0.003034467,0.006346925,0.026994885,1489.116516,-3211.642456
237441,237616,237573,237556,238621,237839,238057,238120,0.00673685,0.005198578,0.015502394,0.050909946,828.289856,-2997.239014
244442,244437,244404,244217,244733,244476,244696,244493,0.009121355,0.006752118,0.021113824,0.090540126,142.885441,-3168.139283
251492,251492,251475,251456,251869,251702,251713,251555,0.018777713,0.007701506,0.011056991,0.019773334,-500.4647825,-2894.629517
258432,258454,258433,258416,258669,258692,258625,258682,0.025845007,0.008545181,0.011808232,0.017882518,-1178.980835,-3113.1073
265301,265280,265233,265299,265560,265606,265447,265438,0.05140415,0.009267279,0.017056393,0.008768554,-1838.397889,-2969.33374
272295,272119,272098,272302,272433,272608,272489,272441,0.160351733,0.036336246,0.01846576,0.023303301,-2478.378906,-3144.812989
279182,279209,279250,279228,279350,279529,279394,279446,0.109517906,0.016145224,0.013086858,0.007955596,-3095.777955,-2850.793579
286090,286125,286138,286168,286178,286303,286446,286494,0.332925716,0.054910851,0.011546449,0.012847826,-2897.657349,-2729.015015
293358,293390,293396,293401,294298,293604,294383,294466,0.261029695,0.03356633,0.008410302,0.007922689,-2188.719239,-2917.552857
301601,301715,301824,301852,302187,301934,302044,301993,0.083698015,0.009358225,0.006609104,0.003882514,-1483.361756,-2809.06128
302790,302772,303381,302797,302813,302773,303385,304306,0.030968679,0.004235839,0.000979475,0.00159448,-1483.310425,-2808.484742
309396,309426,309434,309448,310249,309685,309658,309727,0.101633965,0.01260342,0.007736268,0.007567411,-793.2431335,-3014.475464
323050,323054,323064,323069,323400,323183,323307,323536,0.022119795,0.007782092,0.016068448,0.012849738,611.6670535,-2926.206421
329869,329890,329849,329840,330126,330342,330042,329961,0.024574986,0.006523243,0.011139698,0.018876623,1299.327149,-2733.488282
337037,337032,337010,336998,337417,337275,337337,337254,0.017085043,0.01077148,0.029126038,0.036986072,1980.423706,-2967.717163
343976,344001,343979,343946,344199,344225,344199,344162,0.024918822,0.013638141,0.014666019,0.115245383,2590.310669,-2787.186402
350928,350953,350826,350900,351449,351104,351311,350993,0.007106837,0.005343303,0.026739173,0.101983009,3150.728027,-2928.006104
357790,357756,357713,357697,357854,357838,358096,357824,0.004260241,0.004758112,0.01536362,0.101595317,3149.661133,-2333.379517
364752,365027,365037,364976,366077,366005,365230,365892,0.002791141,0.002953327,0.020785967,0.138825829,3262.037598,-1740.188416
373365,373396,373497,373660,374117,373840,373818,373767,0.003369965,0.002263342,0.047338274,0.079271523,2635.507813,-1744.125794
381330,381381,381309,381311,381564,381818,381536,381458,0.003121758,0.00482958,0.117388327,0.054330799,1989.968628,-1507.344239
389544,389987,389942,389955,390189,390098,390146,390109,0.003754797,0.004011033,0.074509898,0.050191519,1319.8526,-1748.76709
397160,397086,397063,397066,397238,397558,398228,398299,0.003943127,0.003891572,0.016934763,0.026992934,672.0681765,-1523.984375
403742,403903,403854,403873,404230,403987,404066,404093,0.004459037,0.004630423,0.010142082,0.027632155,31.7959725,-1800.637756
410564,410422,410587,410628,411158,410799,410952,411000,0.007546681,0.005557098,0.021275586,0.008282786,-571.918518,-1543.614808
424192,424188,424085,424229,424398,424445,424506,424505,0.01144733,0.012868525,0.008690269,0.009757047,-1933.092041,-1609.599915
430800,430765,430763,430820,431076,430976,431396,430916,0.020690575,0.031675806,0.01086562,0.013451871,-2548.634034,-1977.626404
438009,438001,438007,438023,438318,438247,438649,438391,0.035259407,0.047950183,0.006598272,0.011184079,-3099.824341,-1709.295166
444554,444563,444646,444621,444770,444772,444835,444796,0.130668333,0.0875395,0.012108835,0.009788378,-3128.406983,-1711.275696
451713,451693,451751,451802,452131,451903,452234,451880,0.040808749,0.051690971,0.00342057,0.003050119,-2848.37793,-1747.342041
459199,459248,459246,459257,459200,459456,459258,459263,0.023920347,0.020452532,0.003646519,0.002723067,-2154.555054,-1608.48877
465946,465968,466043,466042,466415,466118,466830,466924,0.060404583,0.042701376,0.004836269,0.004367172,-1480.262329,-1906.18451
473316,473283,473339,473352,473537,473661,473711,473434,0.023408092,0.032088386,0.008032162,0.00869233,-799.3096315,-1754.250916
480001,479990,479950,480016,480321,480376,480298,480140,0.026377661,0.014756468,0.00952922,0.007386752,-83.493099,-1975.772156
486811,486799,486727,486839,487301,488405,487019,487223,0.010866342,0.01224287,0.01557281,0.012446923,614.0402525,-1763.822876
493379,493725,493732,493763,494167,493929,494035,493922,0.010635975,0.016269017,0.015501506,0.014430789,1303.174073,-1943.786072
500511,500486,500459,500454,500776,500716,500841,500683,0.009202614,0.011056716,0.032407939,0.017960207,1982.998291,-1722.889649
507295,507240,507226,507249,507554,507284,508442,507436,0.003468949,0.004178984,0.027112066,0.013022727,2667.27356,-1914.2724
514006,513999,513965,513964,514258,514141,514280,514298,0.00338029,0.004413208,0.043792954,0.040239274,3338.087403,-1685.263489
520851,520877,520834,520854,522035,521125,520963,520963,0.003868834,0.004861043,0.044407728,0.037800232,3161.587891,-1429.076233
528285,528252,527932,528202,529292,529218,529235,528349,0.004305578,0.006096116,0.103407372,0.072285151,2519.862183,-1645.920105
541844,537529,538009,538396,541979,541876,538020,541866,0.002743568,0.002630079,0.023766607,0.014997599,1877.884217,-1492.078858
543867,543800,543779,543761,544000,544228,544103,543937,0.003888939,0.004049505,0.034454269,0.046487489,1228.495118,-1768.674012
550682,550334,550518,550607,550949,550989,550830,550812,0.007299002,0.004306149,0.028213397,0.044339182,543.560333,-1629.486572
557373,557359,557331,557362,557530,557422,557610,557732,0.004695325,0.006947429,0.013160809,0.009836708,-137.263603,-1871.546509
564307,564282,564254,564292,564478,564388,564630,564511,0.004555624,0.008059093,0.020384376,0.011463994,-802.8181765,-1700.615174
577912,577871,577887,577920,578248,578287,578318,578108,0.013553963,0.009600219,0.010891726,0.007116791,-2117.775269,-1727.611084
584527,584522,584526,584570,584852,585289,584796,584608,0.035398713,0.03455291,0.011253476,0.006775662,-2786.154541,-1982.140076
591448,591431,591453,591468,591776,591611,591729,592481,0.029256617,0.023853528,0.009431851,0.013345663,-3205.283326,-1693.138794
598320,598322,598341,598387,598453,599519,598932,598519,0.080506648,0.090771675,0.006677363,0.006467209,-3255.6698,-1680.705872
605018,604980,605148,605019,605874,605050,605712,605683,0.016507921,0.025328675,0.005064903,0.002526096,-3051.585083,-1839.546997
614189,613008,613030,612947,617504,613013,613196,613473,0.001793382,0.001563882,0.001272497,0.00158437,-2388.925171,-1682.782471
619957,619919,619964,620014,620496,620070,620053,620301,0.033039854,0.020829742,0.003172413,0.002847351,-1723.381226,-1921.875061
626894,626885,626928,626972,627063,627024,627073,627123,0.15851719,0.045298235,0.023388307,0.014305718,-1044.73349,-1754.902771
633885,633867,633897,633911,634072,634365,634109,634011,0.022853169,0.018662746,0.006592555,0.013402255,-353.9370575,-1961.048462
640497,640477,640400,640487,640727,640931,641113,640561,0.020551875,0.013277069,0.010316652,0.01701398,317.8815305,-1793.381226
647103,647101,647108,647135,647454,647350,648139,647281,0.009889827,0.008296364,0.011686596,0.010214441,1018.782288,-2003.488892
652907,652815,653773,653767,653632,654106,654209,654031,0.006842259,0.008508113,0.027482477,0.023078203,1668.771912,-1750.627869
660497,660471,660453,660432,660912,660603,660841,660725,0.005683187,0.007911429,0.026414749,0.021634003,2346.923462,-1936.845276
666916,666921,666870,666868,667304,666949,667292,667097,0.005004267,0.006148287,0.047571237,0.037699141,2896.439576,-1662.586243
673677,673619,673583,673610,674115,673831,673935,673974,0.004324889,0.004574911,0.048943064,0.043007401,3365.847412,-1879.518555
680249,680418,680371,680385,680777,681339,680591,680532,0.003765581,0.003595601,0.112068534,0.036718686,2942.110962,-2029.898438
687583,687256,688113,687225,688225,687265,688201,687228,0.001717199,0.00209955,0.03298931,0.012052466,2216.685669,-1850.680969
695258,695156,694933,694961,695305,695487,695331,695190,0.00372072,0.002511798,0.03023062,0.024891325,1513.363098,-1990.167664
702560,702858,702841,702841,704029,703168,703261,703071,0.003844599,0.005389975,0.03993955,0.027103464,838.110596,-1749.595093
709674,709665,709648,709645,709931,709881,709981,709793,0.007281565,0.00724278,0.043115778,0.034988047,131.969425,-1917.24469
716429,716425,716408,716406,716913,716663,716632,716585,0.012872409,0.010900535,0.025351207,0.019350907,-542.5607915,-1723.30365
730058,729993,729982,730007,730376,730304,730274,730525,0.01483021,0.013716918,0.009903968,0.005674736,-1905.886048,-1659.115784
736637,736629,736632,736677,736795,737108,737088,736760,0.033253484,0.017142174,0.010391349,0.019640854,-2571.520386,-1858.144287
743195,743165,743188,743216,743490,743417,743347,743541,0.040068898,0.041143544,0.006903326,0.005506516,-3065.711792,-1617.922974
749880,749888,749924,749964,750073,749976,750453,750196,0.16640885,0.080409336,0.007487371,0.007444397,-3180.124512,-1674.522217
756717,756688,756726,756759,756978,756861,757898,756899,0.038170601,0.056630265,0.006651566,0.005899234,-2995.66272,-1904.427307
771577,771468,771605,771681,771824,771712,771989,775258,0.041344312,0.020909916,0.002757006,0.001857442,-1639.014771,-1917.319092
778868,778831,778856,778883,778979,779222,778942,778995,0.04418611,0.021590271,0.00796916,0.016962456,-955.7138065,-1710.256104
785578,785570,785587,785589,785774,786185,785944,785715,0.020146235,0.014706848,0.006927543,0.011949175,-271.1835175,-1856.721314
792274,792269,792257,792275,792595,792607,792532,792365,0.012388335,0.010814125,0.015691146,0.015730664,401.280075,-1682.808838
798831,798802,798800,798819,799282,798886,798906,798953,0.006021908,0.008014894,0.009574529,0.0073425,1110.363404,-1847.678406
805364,805353,805342,805346,805776,805451,805700,805693,0.00688397,0.005736992,0.025805841,0.01793947,1794.649231,-1636.464417
812043,812208,812186,812181,812512,812799,812709,812564,0.00505814,0.0059022,0.024219949,0.01690898,2495.498291,-1851.973206
818726,818661,818633,818647,819083,818772,818778,818840,0.004008126,0.004097286,0.032597044,0.058921577,2904.447998,-1351.749085
825534,825474,825442,825454,825909,825523,825657,825743,0.005068259,0.006472478,0.081089343,0.044042922,3208.089844,-699.8444825
832358,832491,832444,832459,832897,832541,832653,832608,0.003799685,0.004263811,0.09098995,0.036316741,3026.640015,-532.6282045
840046,840182,840125,840121,841124,841088,840202,840291,0.004800696,0.007653375,0.21666148,0.013543721,3179.140625,-358.8763735
846091,846159,846070,846079,846652,847301,846513,846751,0.002466379,0.003920764,0.102510843,0.012148545,2497.448364,-450.794373
851317,851177,851335,851378,851634,851671,851484,851682,0.002057227,0.002277997,0.087446913,0.004382797,2495.865113,-449.070267
853877,851743,851744,851766,853885,851746,851757,851774,0.001829552,0.001970451,0.046162618,0.003790279,1834.597168,-346.912979
860422,860380,860355,860371,860539,860650,860427,860706,0.004912695,0.007587509,0.058691301,0.019290354,1162.616455,-492.115204
868148,868031,868009,868072,868495,868618,868454,868451,0.003613615,0.007860343,0.022197826,0.014970503,477.743271,-303.196518
875057,875007,874981,875015,875175,875058,875152,875139,0.006088161,0.009228761,0.049973781,0.017796028,-190.0743485,-537.2496035
881766,881683,881662,881761,882418,882077,881953,882002,0.005135905,0.018341906,0.031336632,0.010884784,-894.8981325,-301.9201965
888241,888542,888530,888565,888850,888723,888910,888916,0.006972173,0.041538997,0.01273433,0.007967004,-1560.721863,-542.138733
895320,895250,895267,895331,895873,895515,895383,895414,0.005418886,0.029805993,0.008115653,0.007448788,-2270.61731,-353.7114105
902146,902106,902053,902158,902386,902642,902257,902303,0.014581876,0.148760839,0.00507948,0.008801552,-2944.645752,-634.78418
908883,908797,908855,908909,909141,909833,909114,909164,0.015389194,0.145461348,0.005447012,0.005005456,-3245.098145,-424.5028685
915953,915869,915908,915970,916926,915938,916874,916994,0.022716868,0.273504896,0.006876304,0.007646631,-3565.8396,-579.847626
927975,927929,928015,928052,928951,928530,928656,928646,0.006698122,0.10564628,0.003423611,0.003782582,-2306.036866,-449.124344
928947,929142,929018,928976,928951,929158,929175,928999,0.006698122,0.008198338,0.001472852,0.001732036,-2286.692383,-448.5243075
937082,937007,937059,937129,937868,939158,937204,937657,0.014224045,0.070443318,0.005513284,0.005183695,-1567.141052,-551.233978
944052,944010,944013,944048,944368,944142,944164,944180,0.011981514,0.136020176,0.008501089,0.008421774,-852.1475525,-387.1190035
950908,950837,950879,950940,951393,951009,951198,951013,0.010495592,0.061318581,0.006392989,0.004935286,-117.97995,-543.7406005
964001,963962,963953,963985,964646,964150,964333,964269,0.006261852,0.029613725,0.016015524,0.010221262,1335.692872,-640.5226745
970598,970497,970474,970511,971065,970739,970694,970802,0.009955675,0.008278724,0.0304787,0.019303029,2044.434326,-425.751755
977062,977007,976953,976987,977134,977155,977933,977462,0.006771998,0.008966876,0.081687401,0.015754208,2764.967163,-568.182068
983572,983475,983417,983459,983715,984032,983524,983955,0.007129102,0.008623825,0.086173823,0.019643395,3287.250733,-310.151047
990277,990191,989978,990196,990494,990369,991093,991230,0.006898496,0.006645382,0.387981103,0.022677403,3002.34668,-255.0953065
996718,996653,996583,996627,996751,997545,996655,996793,0.003119111,0.004414171,0.178574427,0.01206411,2359.383301,-622.403473
1006784,1005766,1005670,1005767,1006797,1005847,1005735,1005803,0.00320033,0.005047848,0.092930507,0.010405698,1642.879273,-456.7823945
1011981,1011947,1011927,1011925,1012157,1012153,1012064,1012206,0.005483341,0.009732762,0.078796414,0.035752753,936.3970645,-581.528595
1018739,1018608,1018625,1018662,1018805,1020351,1018782,1019067,0.004143104,0.006153321,0.041360838,0.02049648,241.5779495,-308.8927005
1025399,1025375,1025352,1025380,1025544,1025837,1025726,1025480,0.008261403,0.012401917,0.042690002,0.013555094,-448.4849395,-526.586151
1032015,1031898,1031886,1031771,1032220,1032941,1032534,1032234,0.008370693,0.013820181,0.019381615,0.010094497,-1166.410584,-384.1904905
1038620,1038584,1038580,1038624,1039247,1039432,1038923,1038788,0.006539615,0.089088865,0.008700548,0.009892435,-1830.2724,-667.1637875
1045348,1045305,1045301,1045321,1045709,1046381,1045454,1045581,0.008407464,0.081948386,0.013987749,0.00753192,-2531.00647,-492.5169985
1051851,1051796,1051860,1052007,1052094,1051986,1052169,1052055,0.011786351,0.081942586,0.009077067,0.005944559,-3186.331787,-639.439606
1058716,1058676,1058689,1058794,1059002,1059659,1059145,1058821,0.032131626,0.272178592,0.005883764,0.005647549,-3066.82898,-594.7767635
1065745,1065719,1065737,1065818,1066135,1066892,1067019,1066835,0.02631574,0.381729182,0.005574565,0.009645863,-2417.216553,-404.465729
1073430,1073947,1073252,1074189,1073490,1074147,1073493,1074262,0.002360323,0.0392402,0.001326493,0.002048611,-1731.152405,-577.8693545
1079735,1079698,1079756,1079749,1079988,1079823,1080162,1079903,0.024191386,0.138452395,0.007659016,0.007763281,-1039.931275,-446.6852875
1086559,1086460,1086491,1086542,1086748,1086683,1086703,1086888,0.011258853,0.037114819,0.007903269,0.006256547,-354.8381195,-742.2822875
1093117,1093018,1093010,1093099,1093976,1093208,1093419,1093185,0.00403224,0.022366328,0.010623593,0.015875953,341.4318695,-528.5789795
1099740,1099721,1099569,1099585,1100185,1100024,1100786,1099866,0.008410461,0.009423636,0.007244664,0.009781628,1031.595887,-751.9942935
1106430,1106320,1106323,1106370,1106800,1106546,1106655,1106486,0.004849173,0.011229184,0.021346911,0.006374269,1723.177491,-532.3671265
1113043,1113010,1112987,1113012,1113231,1113245,1113263,1113323,0.006530715,0.010422342,0.081465101,0.012944083,2440.364014,-740.2216795
1119472,1119526,1119491,1119526,1119918,1119785,1119626,1119727,0.006005862,0.009546823,0.108016351,0.029345486,3026.864014,-473.352615
1126362,1126288,1126241,1126275,1127264,1126594,1127178,1126633,0.005503046,0.003777157,0.207626271,0.023875109,3420.447754,-623.5190425
1133137,1133080,1133019,1133053,1133239,1133231,1133122,1133280,0.005159146,0.006448457,0.254602926,0.027804902,3034.060669,-665.338623
1139610,1139563,1139468,1139475,1139911,1139891,1139610,1139655,0.00207433,0.004206419,0.158049671,0.008778055,2365.246704,-357.234497
1146367,1146432,1146396,1146417,1147000,1146882,1146513,1146611,0.004641952,0.006144671,0.122482273,0.017437672,1672.808594,-621.0285645
1152913,1153370,1153346,1153411,1153531,1154933,1153653,1153773,0.0033818,0.005516632,0.039525226,0.01897742,963.8825685,-419.8611905
1160027,1160069,1159985,1160021,1160380,1160249,1160147,1160408,0.003641675,0.008291625,0.068008807,0.025315886,271.5783005,-566.6940615
1166848,1166798,1166765,1166811,1167385,1167258,1167055,1167312,0.005317079,0.011945233,0.04359822,0.014161338,-417.0229185,-322.2295225
1173541,1173499,1173478,1173506,1173739,1173767,1173829,1173684,0.01038635,0.018017651,0.019471426,0.016511757,-1100.611817,-565.3926395
1179558,1180081,1180045,1180095,1180287,1180979,1180596,1180251,0.007056233,0.169205635,0.014147648,0.008905499,-1780.155518,-397.051468
1186962,1186854,1186861,1186932,1187267,1187119,1187275,1187041,0.006358649,0.040581878,0.013454867,0.008744229,-2459.972657,-586.801666
1193416,1193356,1193361,1193453,1193639,1193449,1193578,1193496,0.011534737,0.071653485,0.013081413,0.005559068,-2946.62732,-344.8012545
1199444,1199689,1199731,1199762,1200239,1201087,1200132,1199915,0.023928879,0.382610516,0.008022624,0.005911484,-3405.925293,-383.048401
1206444,1206344,1206406,1206446,1207305,1206950,1207238,1207187,0.018476655,0.434805106,0.009250473,0.014371306,-3126.946167,-588.006958
1220786,1221540,1220716,1220638,1220796,1221745,1220727,1220670,0.005670194,0.036341943,0.004087511,0.002545711,-1886.190918,-1275.427918
1227124,1227103,1227112,1227151,1227487,1227227,1227218,1227359,0.036411003,0.100002375,0.009236642,0.012880759,-1180.002747,-1443.921082
1233970,1233947,1233939,1233996,1234265,1234260,1234188,1234112,0.046808242,0.044858851,0.008624491,0.012006923,-608.2250365,-1907.267395
1240399,1240384,1240402,1240428,1240662,1240591,1240913,1240478,0.019972383,0.014205158,0.006284057,0.006474651,141.957371,-1895.815979
1246933,1246907,1246894,1246899,1247369,1247201,1247184,1247027,0.010448245,0.013916527,0.013475876,0.016494674,767.9418945,-2220.819458
1253413,1253404,1253384,1253394,1253715,1253540,1253616,1253792,0.005374654,0.005685525,0.018238797,0.012039942,1491.285462,-2235.83667
1259968,1259910,1259891,1259922,1260370,1260518,1260319,1260204,0.010280213,0.008254776,0.036713838,0.015277458,2028.254639,-2672.964722
1266310,1266294,1266257,1266235,1266513,1266522,1266623,1266418,0.005083141,0.007015757,0.023120469,0.07434202,2671.961792,-2727.164795
1272690,1272687,1272642,1272638,1273814,1272731,1273314,1272867,0.005894235,0.004818455,0.018944264,0.058166008,2987.57251,-3162.873047
1279519,1279471,1279440,1279410,1279743,1279814,1279775,1279527,0.003822948,0.004524389,0.025648962,0.135785631,2570.134155,-2895.21228
1292945,1292858,1292833,1292823,1293641,1292962,1292978,1293438,0.005066832,0.004106794,0.011019809,0.070089445,1422.923645,-2180.519165
1300014,1299985,1299945,1299932,1300455,1300359,1300499,1300136,0.006249384,0.009472524,0.03610139,0.055807058,822.992401,-1739.929138
1306527,1306497,1306484,1306468,1306743,1306677,1306774,1306652,0.005120283,0.005150197,0.029924002,0.062573196,91.49626,-1723.704712
1313154,1313093,1313068,1313068,1313575,1313509,1313298,1313248,0.014876641,0.011479578,0.029117473,0.016276819,-508.707779,-1285.194825
1319672,1319611,1319531,1319634,1320236,1319681,1320036,1319804,0.006050749,0.007828518,0.011169264,0.008138727,-1234.805847,-1262.929138
1326275,1326244,1326251,1326281,1326594,1326553,1326822,1327393,0.014732737,0.010785208,0.008150059,0.008649435,-1833.379944,-885.3003845
1332837,1332833,1332842,1332722,1333126,1333056,1333147,1333006,0.060373867,0.049904244,0.011060136,0.019206837,-2521.451782,-787.3671875
1339245,1339234,1339239,1339320,1339699,1339403,1339476,1339443,0.015491542,0.075124768,0.011454703,0.005737777,-2877.403076,-379.9767915
1346048,1345998,1346065,1346047,1346319,1346171,1346190,1346281,0.031155553,0.253849929,0.014375525,0.010684905,-2901.357056,-570.576752
1352267,1352363,1352394,1352457,1352722,1353038,1352621,1353219,0.012968639,0.521985823,0.005131143,0.00538974,-2885.34375,-663.1676945
1371749,1371709,1371657,1371780,1371974,1373626,1371947,1371827,0.012955354,0.088937437,0.009018595,0.005867905,-925.954895,-1381.721741
1378440,1378423,1378442,1378476,1378669,1378626,1378685,1378594,0.057582508,0.040503681,0.009831202,0.012510718,-345.1173855,-1791.772767
1384734,1384714,1384714,1384759,1385026,1384846,1385258,1384829,0.014322098,0.01230615,0.014587791,0.014389801,347.7260435,-1792.187684
1391178,1391378,1391365,1391395,1391721,1391537,1391965,1391538,0.013447803,0.008349754,0.014312938,0.010981064,912.4025575,-2186.459717
1397972,1397918,1397890,1397957,1398375,1398319,1398378,1398196,0.005567299,0.008836057,0.025284476,0.019073057,1602.551819,-2205.092163
1404623,1404639,1404603,1404627,1405047,1405041,1405027,1405431,0.006604271,0.007703444,0.033338806,0.0184328,2117.817627,-2616.649903
1411319,1411281,1411250,1411244,1412056,1411575,1411618,1411502,0.003352277,0.005079252,0.025614107,0.051096526,2759.9917,-2685.65564
1418113,1418098,1418041,1418041,1418405,1418414,1418572,1418330,0.007747114,0.006694058,0.018427222,0.059965442,2992.634277,-3133.163086
1424541,1424506,1424442,1424266,1424770,1424947,1424779,1424531,0.004545729,0.004182173,0.018570054,0.079898638,2729.091675,-2973.400879
1438952,1439116,1438884,1439511,1438961,1439124,1438895,1439719,0.002061843,0.0015896,0.001900001,0.005430592,1611.708191,-2391.861084
1444538,1444670,1444632,1444640,1445750,1445607,1445720,1445754,0.006213143,0.004773351,0.016835245,0.045655911,1078.36847,-1978.670899
1451163,1451140,1451081,1451069,1451493,1451384,1451474,1451198,0.005523788,0.0081884,0.015721848,0.051850295,411.0560455,-1925.586487
1457965,1457956,1457910,1457903,1458504,1458638,1458191,1458020,0.008227239,0.007128463,0.019808888,0.008390354,-181.438278,-1587.720642
1464533,1464513,1464481,1464489,1464708,1464699,1464882,1464827,0.004517606,0.006190714,0.022500527,0.018041652,-867.269623,-1626.245117
1471408,1471380,1471392,1471433,1471776,1471651,1471508,1472024,0.011061173,0.009665547,0.010426075,0.005563932,-1415.053101,-1231.309021
1477944,1477902,1477912,1477942,1478267,1478198,1478230,1478130,0.014842709,0.015691973,0.010871643,0.013300741,-2082.62854,-1143.125061
1484517,1484494,1484519,1484573,1484789,1484836,1485081,1484857,0.036179719,0.03007078,0.008185602,0.006558356,-2435.335694,-653.1659545
1491011,1490973,1490979,1491052,1491244,1491254,1491055,1491137,0.032244008,0.024777045,0.006016182,0.013626307,-2689.505249,-1068.037598
1497662,1497586,1497632,1497699,1498381,1498212,1497746,1498039,0.007498829,0.153231145,0.005016572,0.004051233,-2930.455933,-1722.909729
1504998,1504957,1505007,1505044,1505311,1505141,1505337,1505147,0.024154068,0.076045815,0.006928656,0.003434932,-2843.277588,-2386.788331
1512166,1512149,1512240,1512301,1512482,1512320,1512473,1512331,0.048952064,0.040341147,0.004677603,0.004553444,-3390.469238,-2922.783936
1518758,1518769,1518847,1518827,1519812,1518942,1519059,1519171,0.159412513,0.041080643,0.00629578,0.010283022,-3394.009521,-2924.74292
